-5.748507935329820739e-01,-5.977057986050998695e-02,-3.933423834625650040e-01,-2.070841608557625058e-01,-4.312572939969107622e-01,-1.441208361377057379e-01,-2.596066988554088240e-01,4.697004556099511063e-01,1.311666283639420838e+00,6.734107250040816117e-01,-7.744033111645740597e-01,2.439956576390756027e-01,2.094280847246444421e-01,3.300539478652717018e-01,1.071469523476979296e-01
-7.239036339465312331e-01,3.794118951035195253e-01,1.430214454472389929e-01,1.861921130883370745e+00,2.700867939003020468e-01,-1.441208361377057379e-01,8.667037506705115302e-01,-1.977113040934356802e-01,1.066181503679322906e-01,5.505509169697501148e-01,7.151017952174318904e-01,-3.057447812488477482e-02,4.666802782435459235e-02,3.817263206374534208e-03,2.617433758871830912e-02
2.597000380479076997e-01,-1.556486337238157214e+00,1.378268389792509874e+00,-8.624666778668141909e-01,5.608264756294257802e-01,1.521430649451040784e+00,1.442893804447169748e+00,9.919926743646603762e-02,-1.968790389338679128e-02,8.442954220277766320e-01,2.810011072799251663e-01,1.121021004952796052e-01,-4.703102455172574747e-01,-6.520037614572450624e-02,-1.935300713206366818e-01
-6.485805255368038980e-01,5.443957294367200023e-02,-1.328829027359173853e+00,5.426005884420211922e-01,-1.605532322013137614e-01,7.031246104881804238e-01,1.279743607374187020e+00,3.861427613733145470e-01,1.195704991509715098e+00,-1.931609128105270801e-01,-5.026510380342817941e-01,-1.074614263583316409e-01,2.547722095244692175e-01,-1.235899303051024994e-01,2.206639708325296989e-01
-6.485805255368038980e-01,5.326520114886953428e-01,-1.397894692586377552e+00,4.180137294064940057e-01,8.713018173140386902e-02,3.767209497685570230e-01,1.199222766015620723e+00,3.861427613733145470e-01,1.078768699690098254e+00,-1.931609128105270801e-01,-6.354779680221022131e-01,-3.837432546895709617e-02,1.297426159489056541e-01,-1.813276322856972600e-01,2.730939485859467664e-01
8.530568560473687778e-02,-1.972807021228114133e+00,8.030666454193963189e-01,-6.212393776399154355e-01,-5.464838643916531957e-01,-5.565225576823779052e-01,-1.076673385855460907e+00,-1.530523977314256490e+00,-6.020408052157023571e-01,-7.697820782753540536e-01,1.514998563017547539e+00,2.417756348989553716e-01,-4.891133851834855023e-02,-2.706225792627933724e-01,1.564078344738074888e-01
-3.653087444319919053e-02,3.794118951035195253e-01,1.430214454472389929e-01,1.112522845243269609e+00,-7.272444245618793213e-01,7.031246104881804238e-01,1.589927401115535766e+00,3.078414993677929812e-01,-5.361798653451603780e-01,-7.697820782753540536e-01,-1.071938067140298712e+00,1.109977731254433754e-02,6.691465284046260731e-02,-1.272014509865495024e-01,1.251765903518036183e-01
-2.283434285943899689e-01,3.794118951035195253e-01,-8.701836349795295522e-01,-8.624666778668141909e-01,9.189958870053908102e-01,1.159101112416579094e+00,1.524884893993642132e+00,-5.512991708503461874e-01,-1.485871201399164621e+00,-1.348288120918353039e+00,-5.026510380342817941e-01,-2.974129020749126731e-02,6.933206565035815450e-02,2.313967002831390438e-02,-2.032970252498009500e-01
-7.239036339465312331e-01,3.270062309979193671e-01,-1.397894692586377552e+00,-4.037861412913196224e-01,-3.751694579802308804e-01,3.767209497685570230e-01,-5.018262799641822758e-01,-4.993433078885625709e-01,3.559543325612070652e-01,-1.076666879970945012e-01,-2.620286694029316105e-02,6.811118912007335657e-02,2.001541482210773992e+00,-2.721430543521756451e-02,1.060346180700908469e-01
-4.319636838474573692e-01,2.201285312157242879e-01,-1.714654101196523284e-01,-2.857607208130278839e-02,1.045711199995559282e+00,-1.441208361377057379e-01,9.275696465370764088e-01,-4.213821392700746182e-01,-1.697415124486474358e+00,5.524471281240415227e-02,-1.398269980716671190e+00,6.114155677687626023e-01,1.258739496400610725e-01,4.723826687464795171e+00,-3.356518655347032976e+00
